gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,delta.pct,exp.group1,exp.group2,ensembl_id,chromosome,strand,gene_biotype,membrane_protein,description
TKT,5.62E-09,-0.186667542,0.168,0.385,2.14E-04,-0.217,0.388816685,0.580656329,ENSG00000163931,3,-,protein_coding,no,transketolase
HHEX,5.62E-09,-0.291393475,0.162,0.372,2.14E-04,-0.21,0.434306435,0.755335448,ENSG00000152804,10,+,protein_coding,no,hematopoietically expressed homeobox
IKBKB,5.64E-09,0.823309407,0.447,0.286,2.15E-04,0.161,1.914190997,0.646937753,ENSG00000104365,8,+,protein_coding,no,inhibitor of nuclear factor kappa B kinase subunit beta
ANKRD36C,5.80E-09,0.986745107,0.379,0.227,2.21E-04,0.152,1.899987168,0.46337692,ENSG00000174501,2,-,protein_coding,no,ankyrin repeat domain 36C
PHKG1,5.81E-09,-0.115189958,0.017,0.134,2.21E-04,-0.117,0.029910535,0.115514277,ENSG00000164776,7,-,protein_coding,no,phosphorylase kinase catalytic subunit gamma 1
PET100,5.88E-09,-0.184716482,0.202,0.433,2.24E-04,-0.231,0.45551712,0.654331427,ENSG00000229833,19,+,protein_coding,no,PET100 cytochrome c oxidase chaperone
ANAPC11,5.90E-09,-0.158626441,0.162,0.385,2.25E-04,-0.223,0.427935131,0.59389532,ENSG00000141552,17,+,protein_coding,no,anaphase promoting complex subunit 11
ERGIC3,5.90E-09,-0.226465703,0.197,0.422,2.25E-04,-0.225,0.44679359,0.692698252,ENSG00000125991,20,+,protein_coding,no,ERGIC and golgi 3
SLC25A4,5.91E-09,-0.063469614,0.1,0.283,2.25E-04,-0.183,0.270126345,0.327251369,ENSG00000151729,4,+,protein_coding,no,solute carrier family 25 member 4
FBXO30,5.95E-09,-0.200417442,0.071,0.23,2.27E-04,-0.159,0.111613788,0.277278456,ENSG00000118496,6,-,protein_coding,no,F-box protein 30
TAF13,6.00E-09,-0.169454929,0.074,0.238,2.29E-04,-0.164,0.119551428,0.259085042,ENSG00000197780,1,-,protein_coding,no,TATA-box binding protein associated factor 13
SLC25A3,6.27E-09,-0.444076309,0.39,0.602,2.39E-04,-0.212,1.480342338,2.374363896,ENSG00000075415,12,+,protein_coding,no,solute carrier family 25 member 3
PDLIM3,6.31E-09,-0.485588439,0.083,0.249,2.41E-04,-0.166,0.188030699,0.663429307,ENSG00000154553,4,-,protein_coding,no,PDZ and LIM domain 3
PTP4A1,6.52E-09,-0.201597226,0.162,0.374,2.49E-04,-0.212,0.346461655,0.548391583,ENSG00000112245,6,+,protein_coding,no,protein tyrosine phosphatase 4A1
TLNRD1,6.52E-09,-0.192164737,0.162,0.38,2.49E-04,-0.218,0.484636689,0.696162817,ENSG00000140406,15,+,protein_coding,no,talin rod domain containing 1
ZNF385A,6.54E-09,-0.113471307,0.006,0.107,2.49E-04,-0.101,0.006683931,0.089058988,ENSG00000161642,12,-,protein_coding,no,zinc finger protein 385A
FAM96B,6.55E-09,-0.251579781,0.191,0.417,2.50E-04,-0.226,0.440339462,0.714738583,ENSG00000166595,16,-,protein_coding,no,cytosolic iron-sulfur assembly component 2B
LMCD1,6.59E-09,-0.378428533,0.214,0.428,2.51E-04,-0.214,0.73409173,1.254189419,ENSG00000071282,3,+,protein_coding,no,LIM and cysteine rich domains 1
ATP5PO,6.72E-09,-0.263523584,0.199,0.425,2.56E-04,-0.226,0.538351864,0.846648278,ENSG00000241837,21,-,protein_coding,yes,ATP synthase peripheral stalk subunit OSCP
CBR3,6.80E-09,-0.174793877,0.031,0.16,2.59E-04,-0.129,0.044038772,0.17851422,ENSG00000159231,21,+,protein_coding,no,carbonyl reductase 3
CARD8-AS1,6.84E-09,-0.101638033,0.083,0.254,2.61E-04,-0.171,0.264165713,0.356438487,ENSG00000268001,19,+,lncRNA,no,CARD8 antisense RNA 1
HBA1,6.89E-09,-1.417412688,0.003,0.099,2.63E-04,-0.096,0.010189567,1.698277514,ENSG00000206172,16,+,protein_coding,no,hemoglobin subunit alpha 1
PPP3CA,6.98E-09,-0.32059212,0.271,0.529,2.66E-04,-0.258,0.833756469,1.290073933,ENSG00000138814,4,-,protein_coding,yes,protein phosphatase 3 catalytic subunit alpha
BDH2,7.05E-09,-0.164617958,0.123,0.321,2.69E-04,-0.198,0.322670939,0.482541144,ENSG00000164039,4,-,protein_coding,no,3-hydroxybutyrate dehydrogenase 2
PDK4,7.15E-09,0.744926802,0.613,0.532,2.73E-04,0.081,4.322067541,2.175667832,ENSG00000004799,7,-,protein_coding,no,pyruvate dehydrogenase kinase 4
NDUFA13,7.19E-09,-0.208064641,0.211,0.433,2.74E-04,-0.222,0.526039446,0.762785452,ENSG00000186010,19,+,protein_coding,no,NADH:ubiquinone oxidoreductase subunit A13
HDGF,7.28E-09,-0.2010007,0.185,0.409,2.77E-04,-0.224,0.455640374,0.673251923,ENSG00000143321,1,-,protein_coding,no,heparin binding growth factor
SNRPG,7.40E-09,-0.155451819,0.217,0.452,2.82E-04,-0.235,0.682891274,0.874354438,ENSG00000143977,2,-,protein_coding,no,small nuclear ribonucleoprotein polypeptide G
PPP1R15B,7.51E-09,-0.26922709,0.199,0.414,2.86E-04,-0.215,0.462139943,0.7621155,ENSG00000158615,1,-,protein_coding,no,protein phosphatase 1 regulatory subunit 15B
TAF10,7.67E-09,-0.183939024,0.097,0.27,2.93E-04,-0.173,0.187074066,0.348493882,ENSG00000166337,11,-,protein_coding,no,TATA-box binding protein associated factor 10
HNRNPA1P48,7.72E-09,-0.121416568,0.031,0.16,2.94E-04,-0.129,0.044980302,0.136732123,ENSG00000224578,16,+,protein_coding,no,heterogeneous nuclear ribonucleoprotein A1 pseudogene 48
P2RY1,7.78E-09,0.904065562,0.333,0.171,2.97E-04,0.162,1.688189209,0.436511084,ENSG00000169860,3,+,protein_coding,yes,purinergic receptor P2Y1
HINT1,8.01E-09,-0.42195823,0.356,0.596,3.05E-04,-0.24,1.456773371,2.291449379,ENSG00000169567,5,-,protein_coding,yes,histidine triad nucleotide binding protein 1
RAB13,8.15E-09,-0.255600639,0.259,0.519,3.11E-04,-0.26,0.885986994,1.251552888,ENSG00000143545,1,-,protein_coding,yes,"RAB13, member RAS oncogene family"
XRCC6,8.36E-09,-0.262074392,0.242,0.481,3.19E-04,-0.239,0.634737317,0.960379848,ENSG00000196419,22,+,protein_coding,no,X-ray repair cross complementing 6
TRIOBP,8.42E-09,-0.301182301,0.308,0.567,3.21E-04,-0.259,0.886533548,1.324499406,ENSG00000100106,22,+,protein_coding,no,TRIO and F-actin binding protein
FAM32A,8.54E-09,-0.162962738,0.137,0.342,3.26E-04,-0.205,0.389804072,0.556002363,ENSG00000105058,19,+,protein_coding,no,family with sequence similarity 32 member A
C8orf59,8.82E-09,-0.210984681,0.228,0.487,3.37E-04,-0.259,0.54176867,0.784563204,ENSG00000176731,8,-,protein_coding,no,ribosomal biogenesis factor
LDLR,8.83E-09,-0.256317872,0.103,0.278,3.37E-04,-0.175,0.200590214,0.434016561,ENSG00000130164,19,+,protein_coding,yes,low density lipoprotein receptor
APEX1,9.12E-09,-0.341388505,0.12,0.305,3.48E-04,-0.185,0.244816309,0.577151632,ENSG00000100823,14,+,protein_coding,no,apurinic/apyrimidinic endodeoxyribonuclease 1
TAX1BP3,9.25E-09,-0.198195054,0.123,0.307,3.53E-04,-0.184,0.177018819,0.350349112,ENSG00000213977,17,-,protein_coding,yes,Tax1 binding protein 3
NOLC1,9.42E-09,-0.248739224,0.123,0.31,3.59E-04,-0.187,0.279584864,0.520362194,ENSG00000166197,10,+,protein_coding,no,nucleolar and coiled-body phosphoprotein 1
TMEM123,9.42E-09,0.870299162,0.587,0.551,3.59E-04,0.036,3.338206394,1.373143812,ENSG00000152558,11,-,protein_coding,no,transmembrane protein 123
RRAGA,9.65E-09,-0.186486046,0.125,0.313,3.68E-04,-0.188,0.24818638,0.420421813,ENSG00000155876,9,+,protein_coding,no,Ras related GTP binding A
SERPINB1,9.97E-09,-0.426152887,0.251,0.471,3.80E-04,-0.22,0.712669124,1.30122069,ENSG00000021355,6,-,protein_coding,no,serpin family B member 1
AC114490.2,1.01E-08,-0.066668621,0.006,0.104,3.85E-04,-0.098,0.003581672,0.051046611,ENSG00000271741,1,-,protein_coding,no,"novel transcript, ZMYM6-ZMYM6NB readthrough"
NDUFB2,1.02E-08,-0.232851957,0.236,0.479,3.88E-04,-0.243,0.750729136,1.057379381,ENSG00000090266,7,+,protein_coding,no,NADH:ubiquinone oxidoreductase subunit B2
DPM1,1.06E-08,-0.11350782,0.125,0.318,4.03E-04,-0.193,0.28550658,0.390732368,ENSG00000000419,20,-,protein_coding,no,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic"
ZNF737,1.08E-08,0.330809952,0.111,0.011,4.14E-04,0.1,0.290315169,0.025916665,ENSG00000237440,19,-,protein_coding,no,zinc finger protein 737
CXCL3,1.09E-08,-0.41194691,0.077,0.238,4.15E-04,-0.161,0.310548104,0.743658146,ENSG00000163734,4,-,protein_coding,no,C-X-C motif chemokine ligand 3
IGBP1,1.09E-08,-0.199362448,0.131,0.326,4.16E-04,-0.195,0.225421059,0.407017231,ENSG00000089289,X,+,protein_coding,no,immunoglobulin binding protein 1
MYDGF,1.10E-08,-0.21173829,0.165,0.374,4.20E-04,-0.209,0.367666396,0.583870801,ENSG00000074842,19,-,protein_coding,no,myeloid derived growth factor
SPSB1,1.11E-08,-0.106669157,0.023,0.142,4.22E-04,-0.119,0.033940154,0.113284128,ENSG00000171621,1,+,protein_coding,no,splA/ryanodine receptor domain and SOCS box containing 1
NDUFAF3,1.12E-08,-0.203776991,0.16,0.366,4.27E-04,-0.206,0.360249027,0.566611862,ENSG00000178057,3,+,protein_coding,no,NADH:ubiquinone oxidoreductase complex assembly factor 3
NOP16,1.12E-08,-0.154235265,0.034,0.163,4.29E-04,-0.129,0.049250616,0.16763922,ENSG00000048162,5,-,protein_coding,no,NOP16 nucleolar protein
CHCHD5,1.16E-08,-0.163789616,0.043,0.179,4.41E-04,-0.136,0.057909619,0.185097695,ENSG00000125611,2,+,protein_coding,no,coiled-coil-helix-coiled-coil-helix domain containing 5
ATP5F1B,1.17E-08,-0.361849975,0.293,0.527,4.45E-04,-0.234,0.84499833,1.37095698,ENSG00000110955,12,-,protein_coding,yes,ATP synthase F1 subunit beta
NDUFV1,1.18E-08,-0.142110034,0.14,0.337,4.49E-04,-0.197,0.302766772,0.437626454,ENSG00000167792,11,+,protein_coding,no,NADH:ubiquinone oxidoreductase core subunit V1
PSMD3,1.19E-08,-0.128088698,0.111,0.294,4.55E-04,-0.183,0.234271716,0.348867582,ENSG00000108344,17,+,protein_coding,no,"proteasome 26S subunit, non-ATPase 3"
PPL,1.20E-08,-0.171656835,0.014,0.123,4.59E-04,-0.109,0.018860671,0.147595019,ENSG00000118898,16,-,protein_coding,no,periplakin
SEMA6B,1.21E-08,-0.218325077,0.259,0.505,4.60E-04,-0.246,0.878069386,1.184912405,ENSG00000167680,19,-,protein_coding,no,semaphorin 6B
C12orf57,1.22E-08,-0.295426288,0.268,0.524,4.67E-04,-0.256,0.800830052,1.210064272,ENSG00000111678,12,+,protein_coding,no,chromosome 12 open reading frame 57
ARL6IP4,1.26E-08,-0.168844476,0.151,0.35,4.82E-04,-0.199,0.320304881,0.484230941,ENSG00000182196,12,+,protein_coding,no,ADP ribosylation factor like GTPase 6 interacting protein 4
TNFAIP3,1.30E-08,-0.46494339,0.142,0.334,4.95E-04,-0.192,0.478814769,1.041153595,ENSG00000118503,6,+,protein_coding,no,TNF alpha induced protein 3
CBX4,1.31E-08,-0.135097632,0.063,0.217,4.99E-04,-0.154,0.1586952,0.27244098,ENSG00000141582,17,-,protein_coding,no,chromobox 4
CHCHD3,1.33E-08,-0.062533872,0.083,0.254,5.08E-04,-0.171,0.166288131,0.217952712,ENSG00000106554,7,-,protein_coding,no,coiled-coil-helix-coiled-coil-helix domain containing 3
FAXDC2,1.36E-08,0.793549136,0.456,0.313,5.20E-04,0.143,1.892553293,0.66878073,ENSG00000170271,5,-,protein_coding,no,fatty acid hydroxylase domain containing 2
TMOD3,1.37E-08,0.662958979,0.667,0.66,5.22E-04,0.007,4.01405349,2.166783869,ENSG00000138594,15,+,protein_coding,no,tropomodulin 3
TXNDC17,1.37E-08,-0.13451756,0.151,0.353,5.23E-04,-0.202,0.340881279,0.471919802,ENSG00000129235,17,+,protein_coding,no,thioredoxin domain containing 17
AC092117.2,1.44E-08,-0.084985796,0.009,0.11,5.50E-04,-0.101,0.023265675,0.085354671,ENSG00000279901,16,+,TEC,no,tec
ZPR1,1.44E-08,-0.197397564,0.066,0.219,5.50E-04,-0.153,0.087562244,0.247029451,ENSG00000109917,11,-,protein_coding,no,ZPR1 zinc finger
SPTSSA,1.48E-08,-0.149960729,0.125,0.318,5.63E-04,-0.193,0.26285759,0.401190088,ENSG00000165389,14,-,protein_coding,no,serine palmitoyltransferase small subunit A
GBE1,1.48E-08,-0.176217852,0.068,0.225,5.66E-04,-0.157,0.124861259,0.271000785,ENSG00000114480,3,-,protein_coding,no,"1,4-alpha-glucan branching enzyme 1"
PSMC3,1.50E-08,-0.128901425,0.165,0.377,5.72E-04,-0.212,0.409654309,0.541401647,ENSG00000165916,11,-,protein_coding,no,"proteasome 26S subunit, ATPase 3"
AL355075.4,1.51E-08,-0.376016061,0.091,0.246,5.76E-04,-0.155,0.138447488,0.477423886,ENSG00000259001,14,-,lncRNA,no,ribonuclease P RNA component H1
KIAA1549,1.52E-08,0.526394468,0.16,0.037,5.78E-04,0.123,0.53697293,0.067101411,ENSG00000122778,7,-,protein_coding,yes,KIAA1549
MRPL47,1.54E-08,-0.171460703,0.091,0.262,5.86E-04,-0.171,0.161209227,0.307751699,ENSG00000136522,3,-,protein_coding,no,mitochondrial ribosomal protein L47
UBE2G1,1.55E-08,-0.184067911,0.085,0.251,5.93E-04,-0.166,0.147915457,0.30412694,ENSG00000132388,17,-,protein_coding,no,ubiquitin conjugating enzyme E2 G1
DNAJA4,1.59E-08,-0.264012352,0.117,0.302,6.07E-04,-0.185,0.31855731,0.583341694,ENSG00000140403,15,+,protein_coding,no,DnaJ heat shock protein family (Hsp40) member A4
GTF3A,1.61E-08,-0.188924257,0.137,0.329,6.15E-04,-0.192,0.346106443,0.534444806,ENSG00000122034,13,+,protein_coding,no,general transcription factor IIIA
MRPL33,1.65E-08,-0.332701226,0.259,0.511,6.30E-04,-0.252,0.807250781,1.27599587,ENSG00000243147,2,+,protein_coding,no,mitochondrial ribosomal protein L33
CD63,1.69E-08,-0.512611708,0.575,0.735,6.45E-04,-0.16,3.07585979,4.814745834,ENSG00000135404,12,-,protein_coding,yes,CD63 molecule
PTPRG,1.70E-08,0.96041884,0.647,0.61,6.50E-04,0.037,4.705494675,1.932097618,ENSG00000144724,3,+,protein_coding,no,protein tyrosine phosphatase receptor type G
CCDC80,1.74E-08,-0.234891807,0.006,0.102,6.64E-04,-0.096,0.008895371,0.187286717,ENSG00000091986,3,-,protein_coding,no,coiled-coil domain containing 80
YPEL2,1.75E-08,-0.231230307,0.171,0.374,6.68E-04,-0.203,0.452502407,0.704998962,ENSG00000175155,17,+,protein_coding,no,yippee like 2
PCDH10,1.77E-08,-0.367349733,0.117,0.294,6.76E-04,-0.177,0.304332928,0.682564597,ENSG00000138650,4,+,protein_coding,no,protocadherin 10
CYTOR,1.78E-08,-0.218264824,0.097,0.267,6.79E-04,-0.17,0.217442711,0.416291971,ENSG00000222041,2,+,lncRNA,no,cytoskeleton regulator RNA
TCP1,1.79E-08,-0.252259149,0.234,0.465,6.81E-04,-0.231,0.708060818,1.034421332,ENSG00000120438,6,-,protein_coding,no,t-complex 1
COL3A1,1.79E-08,-0.205928948,0.088,0.257,6.81E-04,-0.169,0.200389511,0.38456383,ENSG00000168542,2,+,protein_coding,no,collagen type III alpha 1 chain
RABGGTB,1.87E-08,-0.10832129,0.123,0.313,7.12E-04,-0.19,0.339002746,0.443409054,ENSG00000137955,1,+,protein_coding,yes,Rab geranylgeranyltransferase subunit beta
ADGRL4,1.87E-08,0.58983191,0.732,0.714,7.14E-04,0.018,5.721830833,3.466120958,ENSG00000162618,1,-,protein_coding,yes,adhesion G protein-coupled receptor L4
BCL7B,1.87E-08,-0.093257907,0.128,0.318,7.15E-04,-0.19,0.328800238,0.417532825,ENSG00000106635,7,-,protein_coding,no,BAF chromatin remodeling complex subunit BCL7B
PABPC4,1.87E-08,-0.201567619,0.211,0.441,7.15E-04,-0.23,0.546359756,0.77823207,ENSG00000090621,1,-,protein_coding,no,poly(A) binding protein cytoplasmic 4
LAP3,1.89E-08,-0.23114182,0.219,0.444,7.23E-04,-0.225,0.616321128,0.897178835,ENSG00000002549,4,+,protein_coding,no,leucine aminopeptidase 3
C1QTNF5,1.90E-08,-0.076546482,0.003,0.094,7.25E-04,-0.091,9.62E-04,0.055505386,ENSG00000223953,11,-,protein_coding,yes,C1q and TNF related 5
AKIRIN1,1.92E-08,-0.236662653,0.162,0.374,7.34E-04,-0.212,0.409157241,0.660359051,ENSG00000174574,1,+,protein_coding,no,akirin 1
HSPA9,1.93E-08,-0.207496144,0.228,0.463,7.37E-04,-0.235,0.616292085,0.866304097,ENSG00000113013,5,-,protein_coding,no,heat shock protein family A (Hsp70) member 9
UBE2D2,2.00E-08,-0.247612107,0.205,0.42,7.62E-04,-0.215,0.47766793,0.754347084,ENSG00000131508,5,+,protein_coding,no,ubiquitin conjugating enzyme E2 D2
SEC14L1,2.00E-08,0.844417046,0.695,0.666,7.64E-04,0.029,6.482468372,3.167254556,ENSG00000129657,17,+,protein_coding,no,SEC14 like lipid binding 1
MYL12A,2.00E-08,-0.405348575,0.49,0.722,7.65E-04,-0.232,3.048678748,4.362106035,ENSG00000101608,18,+,protein_coding,no,myosin light chain 12A
CSTB,2.01E-08,-0.227732801,0.236,0.481,7.65E-04,-0.245,0.680439263,0.967783091,ENSG00000160213,21,-,protein_coding,no,cystatin B
ECHDC2,2.02E-08,0.799056893,0.573,0.481,7.69E-04,0.092,3.016779561,1.308542665,ENSG00000121310,1,-,protein_coding,no,enoyl-CoA hydratase domain containing 2
DBI,2.02E-08,-0.166037486,0.219,0.457,7.71E-04,-0.238,0.611091814,0.807600924,ENSG00000155368,2,+,protein_coding,no,"diazepam binding inhibitor, acyl-CoA binding protein"
NDUFB1,2.03E-08,-0.24724043,0.274,0.527,7.74E-04,-0.253,1.005560459,1.380469076,ENSG00000183648,14,-,protein_coding,no,NADH:ubiquinone oxidoreductase subunit B1
PPDPF,2.04E-08,-0.519169711,0.348,0.561,7.78E-04,-0.213,1.312040993,2.313455833,ENSG00000125534,20,+,protein_coding,no,pancreatic progenitor cell differentiation and proliferation factor
C19orf33,2.09E-08,-0.166830591,0.02,0.131,7.96E-04,-0.111,0.021942811,0.147222365,ENSG00000167644,19,+,protein_coding,no,chromosome 19 open reading frame 33
CLTB,2.14E-08,-0.200242928,0.174,0.388,8.15E-04,-0.214,0.440572927,0.655062415,ENSG00000175416,5,-,protein_coding,yes,clathrin light chain B
RPS15,2.15E-08,-0.518725388,0.687,0.805,8.22E-04,-0.118,7.363950423,10.98293907,ENSG00000115268,19,+,protein_coding,no,ribosomal protein S15
KCNN4,2.16E-08,-0.099449388,0,0.086,8.22E-04,-0.086,0,0.071364493,ENSG00000104783,19,-,protein_coding,yes,potassium calcium-activated channel subfamily N member 4
KRAS,2.19E-08,-0.146731876,0.191,0.409,8.35E-04,-0.218,0.528599658,0.692249733,ENSG00000133703,12,-,protein_coding,yes,"KRAS proto-oncogene, GTPase"
LCMT1,2.23E-08,-0.06529217,0.031,0.155,8.49E-04,-0.124,0.10628075,0.15749802,ENSG00000205629,16,+,protein_coding,no,leucine carboxyl methyltransferase 1
F11R,2.24E-08,-0.211200421,0.182,0.398,8.54E-04,-0.216,0.518229039,0.757579408,ENSG00000158769,1,-,protein_coding,yes,F11 receptor
PPA1,2.28E-08,-0.257654056,0.276,0.537,8.68E-04,-0.261,1.063372562,1.466830164,ENSG00000180817,10,-,protein_coding,no,inorganic pyrophosphatase 1
GSTO2,2.36E-08,-0.117538283,0.009,0.107,9.00E-04,-0.098,0.017468508,0.103833385,ENSG00000065621,10,+,protein_coding,no,glutathione S-transferase omega 2
TLCD2,2.36E-08,-0.029890999,0.068,0.222,9.02E-04,-0.154,0.218640945,0.244153178,ENSG00000185561,17,-,protein_coding,yes,TLC domain containing 2
ARL2,2.42E-08,-0.261881596,0.234,0.463,9.24E-04,-0.229,0.720954518,1.063495892,ENSG00000213465,11,+,protein_coding,no,ADP ribosylation factor like GTPase 2
CCT2,2.44E-08,-0.304036957,0.211,0.42,9.29E-04,-0.209,0.448061786,0.787768731,ENSG00000166226,12,+,protein_coding,no,chaperonin containing TCP1 subunit 2
AURKAIP1,2.48E-08,-0.197734752,0.157,0.366,9.46E-04,-0.209,0.342157297,0.539315025,ENSG00000175756,1,-,protein_coding,no,aurora kinase A interacting protein 1
UBE2B,2.49E-08,-0.332188691,0.339,0.567,9.50E-04,-0.228,1.148021703,1.704191388,ENSG00000119048,5,+,protein_coding,yes,ubiquitin conjugating enzyme E2 B
MGAT2,2.50E-08,-0.025250245,0.077,0.238,9.55E-04,-0.161,0.214179801,0.235617597,ENSG00000168282,14,+,protein_coding,no,"alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
ERP29,2.55E-08,-0.151327832,0.191,0.412,9.72E-04,-0.221,0.4548774,0.615773996,ENSG00000089248,12,+,protein_coding,no,endoplasmic reticulum protein 29
INO80C,2.59E-08,-0.083162732,0.046,0.182,9.87E-04,-0.136,0.11383651,0.179929138,ENSG00000153391,18,-,protein_coding,no,INO80 complex subunit C
PCNX1,2.65E-08,0.875705731,0.459,0.313,0.00101104,0.146,2.104584972,0.691959092,ENSG00000100731,14,+,protein_coding,no,pecanex 1
TEAD4,2.65E-08,-0.235072417,0.077,0.23,0.001011889,-0.153,0.120731806,0.319063023,ENSG00000197905,12,+,protein_coding,no,TEA domain transcription factor 4
CIB1,2.73E-08,-0.148689086,0.145,0.342,0.001040319,-0.197,0.336037207,0.481079693,ENSG00000185043,15,-,protein_coding,yes,calcium and integrin binding 1
CCL2,2.78E-08,-0.535900053,0.1,0.267,0.001060188,-0.167,1.113491994,2.064238733,ENSG00000108691,17,+,protein_coding,no,C-C motif chemokine ligand 2
PARVB,2.82E-08,-0.175611641,0.108,0.286,0.001074645,-0.178,0.272445529,0.437154873,ENSG00000188677,22,+,protein_coding,yes,parvin beta
ZNF91,2.82E-08,0.71570521,0.385,0.222,0.001077563,0.163,1.546260422,0.550436855,ENSG00000167232,19,-,protein_coding,no,zinc finger protein 91
BATF3,2.86E-08,-0.113040314,0.034,0.16,0.001091899,-0.126,0.072108266,0.159490433,ENSG00000123685,1,-,protein_coding,no,basic leucine zipper ATF-like transcription factor 3
BAD,2.88E-08,-0.09005631,0.088,0.254,0.0010977,-0.166,0.128540232,0.201231457,ENSG00000002330,11,-,protein_coding,no,BCL2 associated agonist of cell death
FIBP,2.95E-08,-0.151704949,0.077,0.235,0.001123361,-0.158,0.141416626,0.267978631,ENSG00000172500,11,-,protein_coding,no,FGF1 intracellular binding protein
FEM1C,2.95E-08,-0.126438658,0.108,0.286,0.001125768,-0.178,0.228124307,0.340615251,ENSG00000145780,5,-,protein_coding,no,fem-1 homolog C
JOSD1,2.97E-08,-0.159166188,0.179,0.39,0.001132052,-0.211,0.440899705,0.608968528,ENSG00000100221,22,-,protein_coding,yes,Josephin domain containing 1
MT-ND6,2.97E-08,-0.267444939,0.211,0.444,0.001132573,-0.233,0.775178085,1.136736047,ENSG00000198695,MT,-,protein_coding,no,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6
TRIM69,3.00E-08,-0.172926204,0.085,0.246,0.001144559,-0.161,0.149099037,0.295428463,ENSG00000185880,15,+,protein_coding,no,tripartite motif containing 69
TSSC4,3.00E-08,-0.097306242,0.091,0.259,0.00114496,-0.168,0.173481333,0.25535999,ENSG00000184281,11,+,protein_coding,no,tumor suppressing subtransferable candidate 4
PCMTD1,3.00E-08,0.792146013,0.627,0.588,0.001145397,0.039,3.612572922,1.663689104,ENSG00000168300,8,-,protein_coding,no,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
